"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4100","Open URL from Excel","chromium","Sun Jul 06 20:20:11 IST 2025","passed","Sun Jul 06 20:20:15 IST 2025","","loginpage.spec.ts","",""
